"ID","Glottocode","Class_ID","Construction_Form","Construction_Type","Remark","Coder","Source","dd_Construction_Directness","dd_Construction_Type_Simplified","dd_Construction_Type_Generic"
"nucl1327_380","nucl1327","nucl1327_kin;nucl1327_body1;nucl1327_body2","NULL","UNPOSSESSION","","TH;DI;NCP","harvey2001limilngan[54,67]",,,
"madi1260_381","madi1260","madi1260_kin","PSSR PSSD","JUXT","Definite possessors (there is no example of an indefinite possessor with this construction, but this is a rare context). In order for a kinship term to be definite, it must have a  low tone specifier. This is not part of the possession construction itself, but part of definiteness. If a kinship term is indefinite, it simply lacks the low tone (""a brother"").","DI;NCP","blackings2003madi[276]","DIRECT","JUXT","JUXT"
"madi1260_382","madi1260","madi1260_alienable;madi1260_kin","PSSR nɨ̄ PSSD","PSSR","Indefinite possessors. There is no example of an indefinite possessor with a kin term as a possessed object, but this is a rare context.","DI;NCP","blackings2003madi[293]","DIRECT","PSSR","MARKER"
"madi1260_383","madi1260","madi1260_alienable;madi1260_kin","PSSR ʔà PSSD","PSSR","Definite possessors (can be inherently definite, or with determiner). Kinship terms with a low tone (specifier) are always definite.","DI;NCP","blackings2003madi[297]","DIRECT","PSSR","MARKER"
"madi1260_384","madi1260","madi1260_alienable;madi1260_kin","PSSD PSSR drɨ́","PSSR","Definite possessors. This construction is available for all definite possessors, except for non-kinship possessors with low tone (which are definite as well).","DI;NCP","blackings2003madi[322]","DIRECT","PSSR","MARKER"
"maba1277_385","maba1277","maba1277_alienable","PSSD=GEN PSSR","PSSR","","TH","weiss2009maba[343]","DIRECT","PSSR","MARKER"
"maba1277_386","maba1277","maba1277_inalienable","PSSR=GEN pers-PSSD","PSSR + PSSD[AGR:PSSR]","","TH","weiss2009maba[150]","DIRECT","PSSR-PSSD","MARKER"
"maba1277_387","maba1277","maba1277_inalienable","NULL","UNPOSSESSION","","TH","weiss2009maba[150]",,,
"jama1261_388","jama1261","jama1261_inalienable","PSSR PSSD/AGR:PSSR","PSSD[AGR:PSSR]","The PSSD noun agrees with the PSSR in its gender (a fact which, among other things, leads Dixon to conclude that the PSSR is in fact the head of such NPs). Some nouns mark this agreement overtly and others do not (agreement shows up however in adjectives), but Dixon makes a compelling argument that this is due to phonological reduction leading to different results depending on the shape of the root. Furthermore, some nouns change in their root form when unpossessed, but this is again due to phonological effects from the historic masculine/feminine suffixes, which have altered the shape of the (possessed, and thus agreeing) root.","DI","dixon2004jarawara[79-80,280,312-328]","DIRECT","PSSD","MARKER"
"jama1261_389","jama1261","jama1261_kinship1","PSSR[sg] PSSD/COMPLEX.PARADIGM","PSSD[AGR:PSSR]","This construction is used only for singular possessors. The forms for kinship terms vary significantly by who is possessing them. They can be grouped into (very small) categories, but membership in these categories is not phonologically determined (though it is somewhat semantically determined), and the various forms have to be memorized. We are treating them as a single bundle of suppletive forms.","DI","dixon2004jarawara[298-301]","DIRECT","PSSD","MARKER"
"jama1261_390","jama1261","jama1261_kinship2","PSSR[sg] PSSD/COMPLEX.PARADIGM.WITH.SUPPLETION","PSSD[AGR:PSSR]","These kinship terms have suppletive forms depending on the person of their possessor (e.g., 3sg vs nonsg vs 1sg vs 2sg). They are just as irregular as the other possessive forms, but we are separating them into their own paradigm which includes suppletion.","DI","dixon2004jarawara[298-301]","DIRECT","PSSD","MARKER"
"jama1261_391","jama1261","jama1261_alienable","PSSR kaa PSSD","PSSR","kaa is a postposition marking the PSSR.","DI","dixon2004jarawara[90]","DIRECT","PSSR","MARKER"
"jama1261_392","jama1261","jama1261_kinship1;jama1261_kinship2","PSSR[pl] kaa PSSD","PSSR","This construction is used only for nonsingular possessors. The kinship term almost always remains in its root form, without the complex paradigms of the singular. The exception to this rule is the words for 'daughter' and 'son' which have a single suppletive form in the 3pl.","DI","dixon2004jarawara[298-301]","DIRECT","PSSR","MARKER"
"jama1261_393","jama1261","jama1261_kinship1;jama1261_kinship2","NULL","UNPOSSESSION","All forms given for kinship terms have a possessor (or are vocative), so unpossession appears to be impossible.","DI","dixon2004jarawara[298-301]",,,
"magd1235_394","magd1235","magd1235_alienable","PSSD PSSR","JUXT","There is also a construction PSSR xi-PSSD, but the head of this construction is the PSSR (i.e., ""the PSSD-owning PSSR""), which we are not coding for.","DI","erickson2013mixtecomagdalena[45-46]","DIRECT","JUXT","JUXT"
"male1292_395","male1292","male1292_alienable-animate;male1292_loan-kin","PSSR pers-PSSD-Vm-obv","PSSD + PSSD + PSSD[AGR:PSSR]","This construction is only used with animate nouns when the possessor is animate as well.","TH;NCP;DI","leavitt1996passamaquoddy[8,25-27,37]","DIRECT","PSSD","MARKER"
"male1292_396","male1292","male1292_ah-prefixing-inanimate","PSSR pers-ah-PSSD-Vm","PSSD + PSSD + PSSD[AGR:PSSR]","","TH;NCP;DI","leavitt1996passamaquoddy[8,25-27,37]","DIRECT","PSSD","MARKER"
"male1292_397","male1292","male1292_alienable-animate;male1292_alienable-inanimate;male1292_loan-kin","PSSR pers-PSSD-Vm","PSSD + PSSD[AGR:PSSR]","This construction is only used with animate nouns when the possessor is inanimate.","TH;NCP;DI","leavitt1996passamaquoddy[8,25-27,37]","DIRECT","PSSD","MARKER"
"male1292_398","male1292","male1292_dependent-animate;male1292_alienable-animate","PSSR pers-PSSD-obv","PSSD + PSSD[AGR:PSSR]","This construction is only used with animate nouns when the possessor is animate as well.","TH;NCP;DI","leavitt1996passamaquoddy[8,25-27,37]","DIRECT","PSSD","MARKER"
"male1292_399","male1292","male1292_dependent-inanimate;male1292_dependent-animate","PSSR pers-PSSD","PSSD[AGR:PSSR]","This construction is only used with animate nouns when the possessor is inanimate.","TH;NCP;DI","leavitt1996passamaquoddy[8,25-27,37]","DIRECT","PSSD","MARKER"
"male1292_400","male1292","male1292_SUPPLETIVE","SUPPLETION","SUPPLETION","The obligatorily possessed stem is possessed like a dependent (inalienable) noun.","TH;NCP;DI","leavitt1996passamaquoddy[8,25-27,37]",,"SUPPLETION",
"male1292_401","male1292","male1292_dependent-inanimate;male1292_dependent-animate;male1292_loan-kin","NULL","UNPOSSESSION","","TH;NCP;DI","leavitt1996passamaquoddy[8,25-27,37]",,,
"mali1285_402","mali1285","mali1285_Class1;mali1285_Class1-inalienable","PSSD-Class1 PSSR","PSSD[AGR:PSSR]","There are many subclasses which are mostly predictable based on the phonological shape of the word. However, there are a few exceptions to this. Notably: song, pants, hair, debt, cornfield, bed, bed, plain, pot, tortilla, land, cob, plum. There are also two words which have really unpredictable forms: wall lizard and party.","DI","suarez1983malinaltepec[99-115]","DIRECT","PSSD","MARKER"
"mali1285_403","mali1285","mali1285_Class2;mali1285_Class2-inalienable","PSSD-Class2 PSSR","PSSD[AGR:PSSR]","There are many subclasses which are mostly predictable based on the phonological shape of the word. However, there are a few exceptions to this. Notably: hair, seed, mass, rope. There are also two words which have really unpredictable forms: wall lizard and party.","DI","suarez1983malinaltepec[99-115]","DIRECT","PSSD","MARKER"
"mali1285_404","mali1285","mali1285_Class1-inalienable;mali1285_Class2-inalienable","NULL","UNPOSSESSION","There are a small number of seemingly-random body parts and kinship terms and a few others (force, owner, sentiment) which are obligatorily possessed.","DI","suarez1983malinaltepec[66-67]",,,
"manc1252_405","manc1252","manc1252_alienable","PSSR GEN PSSD","PSSR","","TH","gorelova2002manchu[176]","DIRECT","PSSR","MARKER"
"mang1381_406","mang1381","mang1381_inalienable","PSSR PSSD-pers","PSSD[AGR:PSSR]","","TH","merlan1989mangarayi[74]","DIRECT","PSSD","MARKER"
"mang1381_407","mang1381","mang1381_alienable","Gen-PSSR PSSD-person","PSSR + PSSD[AGR:PSSR]","When possessed pronominally (mostly by 1st and 2nd person), many kinship terms have a vowel shift.","TH","merlan1989mangarayi[66]","DIRECT","PSSR-PSSD","MARKER"
"mapu1245_408","mapu1245","mapu1245_alienable","PSSR POSS:PSSR PSSD","PSSD[AGR:PSSR]","","TH","smeets2008mapuche[133]","DIRECT","PSSD","MARKER"
"mari1440_409","mari1440","mari1440_alienable","PSSR PSSD pers-ny-CLASS","CLAUSE","There are two possible classifiers: (uu)wish 'do.NMLZ', which is the default, or hat 'dog' which is used for all animals. This construction is both clausal and uses a classifier. As explained in the grammar, ny- was a verbalizer deriving a verb meaning ""have X"" from nouns. Now it is only used with the two classifiers mentioned above and a handful of nouns in the inalienable PSSR pers-ny-PSSD construction. The ny-CLASS derivation is a full verb and can bear aspectual morphology.","TH;DI;NCP","gordon1986maricopa[33,36,79]","INDIRECT","CLAUSE","CLAUSE"
"mari1440_410","mari1440","mari1440_mixed","PSSR pers-ny-PSSD","PSSD + PSSD[AGR:PSSR]","House', 'husband', 'shoulder' and 'neck' are listed as using this construction, while 'back' and 'money' are listed as using either this or the other inalienable construction PSSR pers-PSSD (i.e. without the ny). It is also used for many alienable nouns, but very few are exemplified.","TH;DI;NCP","gordon1986maricopa[30-32,79]","DIRECT","PSSD","MARKER"
"mari1440_411","mari1440","mari1440_inalienable","PSSR pers-PSSD","PSSD[AGR:PSSR]","The agreement for third person possessors (which is all nominal possessors) is a null morpheme, however agreement can be understood as present by the fact that agreement appears for first and second person, and that with null agreement, the interpretation is 'his/her X', not simply 'X'. 'Back' and 'money' are listed as using either this or the other inalienable construction PSSR pers-ny-PSSD (i.e. with the ny).","TH;DI;NCP","gordon1986maricopa[30-32]","DIRECT","PSSD","MARKER"
"mari1440_412","mari1440","mari1440_inalienable","kw-N","UNPOSSESSION","kw- means 'somebody unknown to the speaker'.","TH;DI;NCP","gordon1986maricopa[30-32]",,,
"nucl1622_413","nucl1622","nucl1622_inalienable","PSSR PSSD","JUXT","","TH","olsson2017coastal[167]","DIRECT","JUXT","JUXT"
"nucl1622_414","nucl1622","nucl1622_alienable;nucl1622_inalienable","PSSR en PSSD","PSSR","","TH","olsson2017coastal[166]","DIRECT","PSSR","MARKER"
"mari1424_415","mari1424","mari1424_alienable","PSSR PSSD","JUXT","","TH","green1989marrithiyel[133]","DIRECT","JUXT","JUXT"
"mart1255_416","mart1255","mart1255_inalienable","PSSR PSSD","JUXT","Free word order (juxtaposition); this is the preferred order when case markers are added.","AM","dench1995martuthunira[91];dench2013possession[144-146]","DIRECT","JUXT","JUXT"
"mart1255_417","mart1255","mart1255_alienable;mart1255_kinship","pron-GEN PSSD","PRO_MARKER","This could be understood as the same construction as PSSR-GEN PSSD, but it is entered here to contrast with the kinship suffixes.","AM","dench2013possession[129-130];dench1995martuthunira[101]","DIRECT","MARKER","MARKER"
"mart1255_418","mart1255","mart1255_kinship","PSSD-KIN:POSS","PRO_MARKER","Agreement with person, but not number.","AM","dench2013possession[142];dench1995martuthunira[106]","DIRECT","MARKER","MARKER"
"mart1255_419","mart1255","mart1255_inalienable","pron:NOM PSSD","PRO_MARKER","This could be understood as the same construction as PSSR PSSD, but it is entered here to contrast with the kinship suffixes.","AM","dench1995martuthunira[193-194]","DIRECT","MARKER","MARKER"
"mart1255_420","mart1255","mart1255_alienable;mart1255_kinship","PSSR-GEN PSSD","PSSR","Genitive marker -yu, -wu, -ku (phonologically conditioned), -ngu (for proper name possessors); free word order. There is a marginal construction in the language involving the pertensive suffix -waya, which is (or can be?) used when the syntactic possessor is the semantic possessee and vice versa (e.g. the pet's owner). It attaches to the oblique stem of the pronouns, and very rarely to nouns and not clearly exemplified. In any case, its use depends on the (syntactic) possessor (it has to be a semantic possessee in the relationship) and on the possession semantics (the semantic possessor/controlling party is the syntactic possessee and head of the NP), rather than only the (syntactic) possessee, so it would not contribute in distinguishing possession classes based on the possessee.","AM","dench1995martuthunira[91]","DIRECT","PSSR","MARKER"
"mart1255_421","mart1255","mart1255_alienable;mart1255_kinship","PSSR-SOURCE PSSD","PSSR","Belonging suffix -ngura, -wura, -kura (phonologically conditioned) marks a controlling possessive relationship; free word order.","AM","dench1995martuthunira[91-92];dench2013possession[134-135]","DIRECT","PSSR","MARKER"
"mats1244_422","mats1244","mats1244_SUPPLETIVE","SUPPLETION","POSSESSION","There are unrelated roots for 'mother', 'father' (unpossessible) and (someone's) 'mother', 'father'.","DI","fleck2003matses[234-235]",,"POSSESSION",
"mats1244_423","mats1244","mats1244_alienable;mats1244_kin","PSSR-n PSSD","PSSR","The -n is the genitive marker.","DI","fleck2003matses[759-761]","DIRECT","PSSR","MARKER"
"mats1244_424","mats1244","mats1244_kin","NULL","UNPOSSESSION","Lack of an overt possessor is always interpreted as a second person possessor, strongly implying that there is no way to semantically unpossess these kin terms.","DI","fleck2003matses[234-235]",,,
"maun1240_425","maun1240","maun1240_alienable","(DET_PSSD) PSSR PSSD","JUXT","It is unclear whether the first determiner is necessary or what conditions it.","TH","capell1970maung[61]","DIRECT","JUXT","JUXT"
"maun1240_426","maun1240","maun1240_alienable","(DET_PSSD) PSSD DET_PSSD PSSR","PSSD","It is unclear whether the first determiner is necessary or what conditions it.","TH","capell1970maung[61]","DIRECT","PSSD","MARKER"
"maun1240_427","maun1240","maun1240_inalienable","[person/class]PSSD PSSR","PSSD[AGR:PSSR]","","TH","capell1970maung[61]","DIRECT","PSSD","MARKER"
"maxa1247_428","maxa1247","maxa1247_inalienable","PSSR PSSD","JUXT","Simple juxtaposition for inalienable nouns.","AM","campos2009maxakali[73-75]","DIRECT","JUXT","JUXT"
"maxa1247_429","maxa1247","maxa1247_alienable","PSSR yõg PSSD","PSSR","We consider this marking on the PSSR bercause (some of) the person marking suffixed with -yõg can be a possessive pronoun (mine, yours, etc.). This is complicated a little bit by the paradigm not being totally regular, with 1st person sg possession being simply yõg and 2nd sg being õg. The rest of the paradigm (3rd sg, 1incl/excl, 2pl, and 3pl) have personal prefixes attached to -yõg. So for 1st and 2nd person singular, possessive pronouns yõg-nũ 'mine', and õg-nũ 'yours' respectively, but in the rest of the paradigm, a simple pronoun followed by yõg indicates a possessive pronoun. We thus analyze this, along with the grammar author (who glosses this as a GEN), as marking on the PSSR.","AM","campos2009maxakali[72-75,84-85]","DIRECT","PSSR","MARKER"
